No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
32546,2016,11,16,1,70,101,13,76,2000,2,2,1012.9,-5.4,0,N,0.8,Changping
32547,2016,11,16,2,57,80,7,69,1800,2,0.9,1012.5,-4.5,0,NNW,1.1,Changping
32548,2016,11,16,3,66,85,7,72,2300,2,1.5,1012.2,-3.8,0,NNE,0.7,Changping
32549,2016,11,16,4,64,82,6,60,1600,2,1.9,1011.6,-3.4,0,NNW,1,Changping
32550,2016,11,16,5,66,86,5,60,1500,2,1.3,1011.2,-3,0,NNW,1.6,Changping
32551,2016,11,16,6,69,89,5,63,1600,2,0.8,1011.3,-3.1,0,NNE,0.7,Changping
32552,2016,11,16,7,76,95,5,65,1700,2,0.4,1011.4,-2.8,0,NNW,1.8,Changping
32553,2016,11,16,8,82,113,8,70,2500,2,1.2,1011.9,-3.5,0,WSW,1,Changping
32554,2016,11,16,9,86,141,20,73,2400,2,3.4,1012.2,-3,0,WNW,1,Changping
32555,2016,11,16,10,79,126,29,73,2200,3,7.4,1012,-5,0,WSW,0.6,Changping
32556,2016,11,16,11,87,132,36,76,2300,3,9.2,1011.5,-4.8,0,SW,1.4,Changping
32557,2016,11,16,12,97,150,42,84,2400,4,10.4,1010.7,-4.8,0,SW,1.1,Changping
32558,2016,11,16,13,100,148,47,86,2400,5,11.5,1010.1,-4.7,0,SSW,2,Changping
32559,2016,11,16,14,102,152,42,89,2400,5,12,1010,-4.6,0,SSE,1.6,Changping
32560,2016,11,16,15,97,146,33,87,1900,9,11.9,1010.2,-3.5,0,SE,1.2,Changping
32561,2016,11,16,16,98,140,27,90,1800,8,11.3,1010.4,-3.6,0,S,1.1,Changping
32562,2016,11,16,17,101,136,15,92,1800,6,9.3,1011,-2.3,0,S,0.9,Changping
32563,2016,11,16,18,102,137,8,105,2200,2,7.2,1011.7,-2,0,N,2.3,Changping
32564,2016,11,16,19,138,188,14,101,2900,2,7,1012.6,-2.5,0,E,0.8,Changping
32565,2016,11,16,20,124,166,12,93,2700,2,5.6,1013.4,-3.2,0,N,1.6,Changping
32566,2016,11,16,21,122,153,14,88,2600,2,4.7,1014,-3.1,0,NNW,1.5,Changping
32567,2016,11,16,22,116,146,12,88,2600,2,3.9,1014.5,-3.2,0,NW,1,Changping
32568,2016,11,16,23,108,138,11,89,2600,2,4.1,1014.6,-3.2,0,NNW,1.3,Changping
32569,2016,11,17,0,125,146,14,89,3600,2,3.4,1014.9,-3,0,N,1.8,Changping
32570,2016,11,17,1,120,155,10,66,3100,2,2.6,1015.3,-2.7,0,,0.1,Changping
32571,2016,11,17,2,116,127,19,41,1900,2,1.9,1015.9,-2.4,0,NW,0.4,Changping
32572,2016,11,17,3,113,132,4,36,2400,2,2.6,1016.4,-1.9,0,NNW,1.5,Changping
32573,2016,11,17,4,101,125,6,51,1500,2,3.6,1015.9,-1,0,NNW,0.7,Changping
32574,2016,11,17,5,108,118,5,71,1900,2,4.9,1015.7,-0.3,0,SSW,0.3,Changping
32575,2016,11,17,6,121,147,15,81,2900,2,6.2,1015.7,0.3,0,SSE,1,Changping
32576,2016,11,17,7,117,150,16,78,2800,2,5.6,1016,0.2,0,SSW,0.8,Changping
32577,2016,11,17,8,100,134,14,72,2600,2,5.9,1016.4,0.8,0,NNW,1.1,Changping
32578,2016,11,17,9,105,129,14,73,2900,2,6.5,1016.4,1,0,N,0.9,Changping
32579,2016,11,17,10,110,143,18,73,2700,2,7.1,1016.2,1.4,0,SSW,1.1,Changping
32580,2016,11,17,11,111,161,18,76,2600,2,7.2,1015.9,1.1,0,WSW,1.1,Changping
32581,2016,11,17,12,110,149,20,78,2400,2,7.9,1015,1.3,0,ESE,1.1,Changping
32582,2016,11,17,13,115,163,21,86,2700,3,8.2,1013.9,0.9,0,ESE,2.1,Changping
32583,2016,11,17,14,102,153,25,73,2100,9,8.8,1013,0.2,0,SE,1.9,Changping
32584,2016,11,17,15,95,142,21,69,2000,9,7.8,1012.5,0.3,0,ESE,2.4,Changping
32585,2016,11,17,16,99,129,20,68,2200,7,7.1,1012.3,-0.4,0,SE,1.5,Changping
32586,2016,11,17,17,102,146,24,80,2800,2,6.8,1012.1,-0.7,0,ESE,1.8,Changping
32587,2016,11,17,18,118,176,29,89,3500,2,6.7,1012.3,-0.8,0,ESE,1.7,Changping
32588,2016,11,17,19,136,194,28,86,3500,2,6.5,1011.9,-0.5,0,ESE,1.6,Changping
32589,2016,11,17,20,145,202,24,86,3700,2,6.1,1011.6,-0.4,0,ESE,1.3,Changping
32590,2016,11,17,21,158,215,26,87,4000,2,6.2,1011.7,-0.3,0,SE,1.4,Changping
32591,2016,11,17,22,165,229,23,86,3800,2,5.2,1011.9,0.6,0,WNW,1,Changping
32592,2016,11,17,23,165,230,19,84,3500,2,5.5,1011,0.5,0,W,0.6,Changping
32593,2016,11,18,0,164,228,15,82,3500,2,5.2,1010.7,0.6,0,W,0.8,Changping
32594,2016,11,18,1,156,203,15,75,4200,2,5.1,1010.4,0.1,0,W,1,Changping
32595,2016,11,18,2,130,173,14,76,3600,2,5,1009.8,0,0,WNW,1.1,Changping
32596,2016,11,18,3,128,171,14,77,3500,2,5.1,1009.3,-0.1,0,W,0.9,Changping
32597,2016,11,18,4,126,166,14,76,3400,2,5.3,1008.3,0.3,0,NW,1.2,Changping
32598,2016,11,18,5,129,159,13,72,3000,2,5.3,1007.6,0.5,0,N,0.8,Changping
32599,2016,11,18,6,139,160,11,73,3300,2,5.3,1007.1,0.7,0,SW,1.3,Changping
32600,2016,11,18,7,151,208,14,82,3500,2,5.4,1007.1,0.9,0,NNW,1.2,Changping
32601,2016,11,18,8,144,196,13,81,3400,2,5.5,1007.2,1,0,NNW,1.3,Changping
32602,2016,11,18,9,156,205,18,86,3800,2,6,1007,0.9,0,SSW,0.7,Changping
32603,2016,11,18,10,175,236,20,97,4500,2,6.4,1006.3,1.1,0,WNW,0.8,Changping
32604,2016,11,18,11,175,248,20,98,4000,2,6.8,1005.8,1.5,0,WSW,0.8,Changping
32605,2016,11,18,12,172,264,18,96,3400,2,7.2,1005,1.7,0,SW,1,Changping
32606,2016,11,18,13,175,300,16,91,3100,2,7.4,1004.1,2.7,0,ESE,1.2,Changping
32607,2016,11,18,14,177,307,16,93,3200,2,7.3,1003.5,2.8,0,ESE,1.5,Changping
32608,2016,11,18,15,180,323,16,94,3400,2,7.2,1003.6,2.9,0,SE,0.9,Changping
32609,2016,11,18,16,199,339,14,98,3500,2,7.3,1003.6,3,0,E,1.1,Changping
32610,2016,11,18,17,219,387,14,102,3400,2,7.4,1003.6,3.3,0,ESE,1.2,Changping
32611,2016,11,18,18,218,362,13,94,3100,2,7.2,1004.1,2.9,0,N,1.4,Changping
32612,2016,11,18,19,215,318,11,94,3500,2,7.1,1003.8,3,0,N,1.1,Changping
32613,2016,11,18,20,214,320,11,94,3800,2,7,1004,3.1,0,NW,0.7,Changping
32614,2016,11,18,21,249,369,15,101,4600,2,6.9,1004.3,3.1,0,NNW,0.7,Changping
32615,2016,11,18,22,243,370,15,101,4700,2,7,1004.3,3.2,0,WNW,1.1,Changping
32616,2016,11,18,23,229,361,15,98,4300,2,7,1004.8,3.4,0,NW,1.1,Changping
32617,2016,11,19,0,237,412,18,98,4500,2,6.9,1004.9,3.5,0,N,1,Changping
32618,2016,11,19,1,239,397,17,78,4300,2,5.9,1005.3,3.2,0,NNW,1.4,Changping
32619,2016,11,19,2,226,328,19,49,3000,2,6.1,1004.9,3.1,0,S,0.8,Changping
32620,2016,11,19,3,223,257,6,49,2900,2,6.1,1004.5,3.1,0,NW,0.9,Changping
32621,2016,11,19,4,215,236,6,58,2300,2,6.9,1004.8,3,0,NNE,1.8,Changping
32622,2016,11,19,5,167,167,7,63,1700,2,8.4,1005.9,2,0,ENE,2.7,Changping
32623,2016,11,19,6,152,152,13,68,2400,2,7.6,1006.9,1.4,0,NNW,1.6,Changping
32624,2016,11,19,7,113,113,14,61,2000,2,8.1,1007.8,-2.3,0,N,2,Changping
32625,2016,11,19,8,62,62,11,47,1200,8,8,1008.9,-4.2,0,N,1.5,Changping
32626,2016,11,19,9,27,42,11,40,900,20,9.7,1009.4,-4.3,0,NW,3.9,Changping
32627,2016,11,19,10,38,71,11,36,900,27,10.5,1009.6,-5.1,0,N,3.4,Changping
32628,2016,11,19,11,26,42,7,23,600,38,12.1,1009.2,-5.4,0,NE,4.3,Changping
32629,2016,11,19,12,29,35,6,19,400,42,13.8,1008.9,-4.9,0,ESE,1.7,Changping
32630,2016,11,19,13,26,33,5,20,400,44,16,1008.4,-9.1,0,WNW,2.8,Changping
32631,2016,11,19,14,21,56,3,27,400,50,16.8,1008,-10.9,0,NW,4.5,Changping
32632,2016,11,19,15,24,86,2,22,300,59,16.3,1008,-12.2,0,NW,4.7,Changping
32633,2016,11,19,16,20,86,2,27,300,55,15.2,1008.9,-11.3,0,WNW,1.7,Changping
32634,2016,11,19,17,41,108,4,34,600,45,11.9,1009.9,-3.5,0,ESE,3.3,Changping
32635,2016,11,19,18,47,77,7,46,700,33,11.1,1010.9,-3.4,0,E,1.8,Changping
32636,2016,11,19,19,43,70,8,52,700,24,10.5,1011.9,-4,0,NNE,1.1,Changping
32637,2016,11,19,20,51,70,5,36,900,32,9.2,1012.7,-3.7,0,E,1.5,Changping
32638,2016,11,19,21,110,193,4,68,1900,3,8.1,1014,5.6,0,E,3.5,Changping
32639,2016,11,19,22,158,182,5,72,2100,2,8.4,1015.1,5.9,0,E,2.3,Changping
32640,2016,11,19,23,153,162,5,67,2000,2,8,1015.5,2.9,0,NNE,1.1,Changping
32641,2016,11,20,0,133,141,5,58,1800,2,7.8,1015.9,5.3,0,ESE,2.4,Changping
32642,2016,11,20,1,128,135,4,55,1800,2,7.5,1015.7,5.1,0,E,2.5,Changping
32643,2016,11,20,2,121,123,4,51,1600,2,6.7,1015.8,4.2,0,ESE,3.4,Changping
32644,2016,11,20,3,88,88,3,44,1100,2,5.5,1015.2,4.1,0.3,ESE,3.1,Changping
32645,2016,11,20,4,60,60,2,36,900,7,4.9,1015.1,3.7,0.3,E,2.7,Changping
32646,2016,11,20,5,55,55,2,30,900,11,4.4,1015.6,3.4,0.2,E,2.5,Changping
32647,2016,11,20,6,56,56,2,30,1000,9,4.1,1015.7,3.1,0.1,ESE,2.5,Changping
32648,2016,11,20,7,54,54,2,31,1000,8,3.5,1016.7,2.6,0,ESE,2.8,Changping
32649,2016,11,20,8,53,53,2,32,1100,9,2.9,1017.2,2,0.4,ESE,3.3,Changping
32650,2016,11,20,9,52,52,2,39,1300,3,2.8,1017.4,2.1,0.3,ESE,2.9,Changping
32651,2016,11,20,10,60,60,2,44,1700,2,2.4,1017.1,1.7,0.3,ESE,3.2,Changping
32652,2016,11,20,11,51,51,2,47,1900,2,2.1,1016.9,1.4,0.2,ESE,2.7,Changping
32653,2016,11,20,12,58,58,2,45,1800,2,2.1,1015.9,1.2,0.3,E,3,Changping
32654,2016,11,20,13,70,70,2,43,1700,3,1.9,1015.2,1.2,0.3,ESE,2.3,Changping
32655,2016,11,20,14,60,60,2,46,1800,2,2,1014.7,1.3,0.3,ESE,1.7,Changping
32656,2016,11,20,15,55,55,2,47,1900,2,2.3,1014.6,1.6,0.3,SE,1.2,Changping
32657,2016,11,20,16,38,38,2,37,1400,9,2.3,1014.9,1.6,0.4,E,1.3,Changping
32658,2016,11,20,17,14,14,2,26,800,17,2.4,1015,1.8,0.4,WNW,1.2,Changping
32659,2016,11,20,18,17,17,2,32,900,11,2.3,1015.4,1.9,0.5,SE,1.2,Changping
32660,2016,11,20,19,18,18,2,24,800,17,2.3,1016.4,1.7,0.9,SW,1.1,Changping
32661,2016,11,20,20,21,21,2,29,800,13,2.2,1017,1.8,0.6,SSW,1.1,Changping
32662,2016,11,20,21,18,18,2,23,700,20,1.9,1017.4,1.5,0.5,ESE,1.3,Changping
32663,2016,11,20,22,13,13,2,17,600,27,1.8,1017.3,1.2,0.5,ESE,1.4,Changping
32664,2016,11,20,23,17,17,2,12,600,31,1.8,1017.3,1.2,0.8,E,0.8,Changping
32665,2016,11,21,0,9,9,2,13,500,31,1.6,1017.2,0.9,0.3,ENE,1.1,Changping
32666,2016,11,21,1,13,13,2,10,1000,26,1.3,1016.8,0.1,0.2,NE,1.3,Changping
32667,2016,11,21,2,15,15,11,6,400,16,1.1,1016.9,-1.1,0.1,NE,2.4,Changping
32668,2016,11,21,3,14,14,2,4,300,29,0.7,1016.4,-1.5,0,NNE,1.6,Changping
32669,2016,11,21,4,6,6,2,6,200,25,0.5,1017,-1.9,0.1,N,2.6,Changping
32670,2016,11,21,5,8,8,2,10,200,35,0.4,1017.7,-4.1,0.1,N,2.9,Changping
32671,2016,11,21,6,3,6,2,11,300,52,0,1019.2,-5,0,NNW,2.3,Changping
32672,2016,11,21,7,8,8,2,14,300,50,-1.1,1020.4,-7.5,0.2,N,3.5,Changping
32673,2016,11,21,8,6,6,2,14,300,51,-1.8,1021.9,-8.1,0,N,4.9,Changping
32674,2016,11,21,9,16,24,2,15,500,48,-1.9,1022.8,-8.2,0,NNW,3.8,Changping
32675,2016,11,21,10,21,21,2,18,500,43,-1.3,1023.2,-8.3,0,NNW,3.3,Changping
32676,2016,11,21,11,14,14,6,17,500,44,0,1023,-8.7,0,NW,5.2,Changping
32677,2016,11,21,12,18,18,4,17,400,44,0.1,1022.3,-10.2,0,WNW,6.4,Changping
32678,2016,11,21,13,15,15,4,19,400,44,-0.8,1022.5,-12.1,0,WNW,6.5,Changping
32679,2016,11,21,14,11,17,4,19,400,41,-0.7,1022.8,-13,0,NW,6.1,Changping
32680,2016,11,21,15,8,28,3,17,400,43,-1.5,1024.3,-15,0,WNW,4.8,Changping
32681,2016,11,21,16,6,20,3,17,400,43,-2.5,1024.7,-17.7,0,WNW,6.1,Changping
32682,2016,11,21,17,15,29,3,19,400,41,-3.3,1026.2,-18.1,0,WNW,6,Changping
32683,2016,11,21,18,15,38,3,28,500,39,-3.4,1027,-17,0,NW,3.3,Changping
32684,2016,11,21,19,20,28,5,30,500,41,-3.6,1027.7,-16.5,0,NW,2.3,Changping
32685,2016,11,21,20,15,29,4,27,500,42,-3.8,1028.7,-17.1,0,NW,3.5,Changping
32686,2016,11,21,21,10,25,4,20,500,47,-4.2,1029.3,-17.8,0,NW,2.9,Changping
32687,2016,11,21,22,6,20,3,14,500,50,-4.8,1029.8,-18.6,0,NW,3.5,Changping
32688,2016,11,21,23,12,23,3,11,500,51,-5.2,1030.5,-19.4,0,NW,4,Changping
32689,2016,11,22,0,5,20,2,8,600,53,-5.8,1030.5,-18.8,0,NW,2.5,Changping
32690,2016,11,22,1,12,16,2,9,600,51,-5.9,1030.5,-19.6,0,WNW,4,Changping
32691,2016,11,22,2,3,15,2,9,700,50,-6,1030.6,-19.7,0,NW,2.3,Changping
32692,2016,11,22,3,6,14,3,8,700,50,-6.2,1030.5,-20.2,0,NW,3,Changping
32693,2016,11,22,4,6,15,2,8,800,51,-6.6,1031.1,-20.6,0,NW,4.9,Changping
32694,2016,11,22,5,8,21,3,7,800,51,-7.3,1030.9,-20.2,0,NW,2.3,Changping
32695,2016,11,22,6,5,17,3,10,900,49,-7.4,1031,-21,0,NW,2.3,Changping
32696,2016,11,22,7,11,18,3,16,900,43,-7.4,1031.3,-21,0,NW,3.8,Changping
32697,2016,11,22,8,7,28,4,19,1000,41,-7.3,1031.7,-20.9,0,WNW,4.9,Changping
32698,2016,11,22,9,11,33,6,17,1000,44,-5.5,1032.1,-20.4,0,NNW,1.5,Changping
32699,2016,11,22,10,6,31,6,16,1000,46,-4.4,1032.3,-19.8,0,NW,3.2,Changping
32700,2016,11,22,11,12,31,5,20,800,42,-3.9,1031.7,-19.4,0,WNW,5,Changping
32701,2016,11,22,12,16,27,5,19,700,42,-3.1,1030.5,-18.7,0,WNW,5.1,Changping
32702,2016,11,22,13,8,19,5,19,600,41,-2.1,1029.4,-18.2,0,WNW,5.1,Changping
32703,2016,11,22,14,11,24,5,20,500,40,-1.6,1028.2,-18.2,0,WNW,4.8,Changping
32704,2016,11,22,15,13,22,4,20,500,40,-1.3,1027.7,-17.9,0,WNW,5.9,Changping
32705,2016,11,22,16,9,25,5,22,500,40,-1.5,1027.8,-18.6,0,WNW,4.8,Changping
32706,2016,11,22,17,15,32,7,34,700,31,-2.4,1028.7,-18.1,0,WNW,4.1,Changping
32707,2016,11,22,18,16,35,8,33,700,31,-2.4,1028.9,-18.5,0,NW,4.5,Changping
32708,2016,11,22,19,13,29,7,32,700,32,-2.5,1029.7,-18.1,0,WNW,3.6,Changping
32709,2016,11,22,20,17,30,9,39,900,24,-3.8,1030,-16.4,0,N,1.5,Changping
32710,2016,11,22,21,19,27,6,32,800,27,-4.2,1030.1,-16.4,0,N,1.8,Changping
32711,2016,11,22,22,17,20,6,27,800,32,-4.9,1030.3,-16.4,0,NW,1.4,Changping
32712,2016,11,22,23,13,20,5,21,900,36,-4.4,1030.1,-16.6,0,N,2.1,Changping
32713,2016,11,23,0,21,22,6,22,1100,33,-4.3,1029.9,-16.8,0,NNW,2.2,Changping
32714,2016,11,23,1,18,20,7,16,1400,29,-4.9,1029.6,-16.4,0,NNW,1.3,Changping
32715,2016,11,23,2,16,18,23,10,800,15,-5.4,1029.4,-16.6,0,NNW,1.8,Changping
32716,2016,11,23,3,15,15,8,8,900,22,-5.5,1028.8,-16.7,0,NNW,1.4,Changping
32717,2016,11,23,4,12,12,7,14,800,21,-5.6,1027.6,-16.8,0,NNE,1.8,Changping
32718,2016,11,23,5,18,18,8,20,900,23,-5.4,1027.3,-16.9,0,N,2.2,Changping
32719,2016,11,23,6,7,19,11,21,1000,33,-5.5,1027.4,-17,0,N,2,Changping
32720,2016,11,23,7,9,12,11,19,1000,36,-5.4,1027.5,-17.2,0,N,2.7,Changping
32721,2016,11,23,8,13,25,12,25,1200,30,-5.2,1028.2,-17.7,0,NNW,2.1,Changping
32722,2016,11,23,9,15,29,11,25,1300,31,-3,1028.2,-17.4,0,N,2.2,Changping
32723,2016,11,23,10,20,30,7,14,,14,-0.3,1027.4,-20,0,WNW,3.8,Changping
32724,2016,11,23,11,13,33,9,21,800,34,-0.1,1026.8,-20.4,0,WNW,4.4,Changping
32725,2016,11,23,12,84,84,5,10,,16,1.2,1025.3,-19.9,0,WNW,5.5,Changping
32726,2016,11,23,13,3,29,9,21,300,37,2.2,1023.9,-19.7,0,WNW,5.9,Changping
32727,2016,11,23,14,10,37,9,20,300,38,2.7,1023.1,-18.7,0,WNW,5.1,Changping
32728,2016,11,23,15,10,35,9,25,400,36,2.6,1022.5,-18.2,0,WNW,5.3,Changping
32729,2016,11,23,16,15,42,10,31,400,32,2.4,1022.4,-17.8,0,WNW,4.4,Changping
32730,2016,11,23,17,17,46,10,42,400,26,1.5,1022.8,-17.4,0,WNW,3.2,Changping
32731,2016,11,23,18,32,59,18,61,700,12,0.6,1023.5,-16.7,0,WNW,2.2,Changping
32732,2016,11,23,19,21,44,11,47,600,23,-0.6,1023.9,-16.5,0,NE,1.2,Changping
32733,2016,11,23,20,30,50,13,57,800,14,-2.1,1024.5,-14.9,0,N,0.9,Changping
32734,2016,11,23,21,26,38,9,42,600,22,-1.8,1024.8,-15.6,0,N,1.7,Changping
32735,2016,11,23,22,13,31,9,38,600,23,-2.6,1025,-15.3,0,NNE,1.1,Changping
32736,2016,11,23,23,21,32,9,43,600,17,-3.1,1024.8,-15.8,0,NE,0.9,Changping
32737,2016,11,24,0,21,26,8,34,600,22,-2.7,1024.4,-16.1,0,NNW,1.7,Changping
32738,2016,11,24,1,8,16,6,26,500,28,-3,1024.1,-15.4,0,E,0.9,Changping
32739,2016,11,24,2,11,15,6,24,600,29,-4.2,1023.8,-15.2,0,SSE,0.7,Changping
32740,2016,11,24,3,14,17,7,26,600,26,-4.1,1023.2,-14.6,0,N,1,Changping
32741,2016,11,24,4,16,16,7,24,700,29,-3,1022.4,-15.7,0,NNE,1.6,Changping
32742,2016,11,24,5,15,15,9,29,700,25,-3.6,1021.9,-15.3,0,N,2,Changping
32743,2016,11,24,6,25,25,11,36,900,18,-3.4,1021.8,-15.4,0,NNE,1.7,Changping
32744,2016,11,24,7,15,31,13,47,1100,10,-4.4,1022,-15.1,0,NNW,1,Changping
32745,2016,11,24,8,47,81,15,68,2100,2,-5.3,1022.7,-13.2,0,N,1.4,Changping
32746,2016,11,24,9,42,80,23,64,1800,2,-2.6,1022.4,-14.1,0,NNW,1.1,Changping
32747,2016,11,24,10,50,81,30,67,1700,3,0.1,1021.8,-13.2,0,SSW,1.7,Changping
32748,2016,11,24,11,51,93,29,74,1500,4,1.1,1021.1,-12.3,0,S,2.3,Changping
32749,2016,11,24,12,51,80,26,62,1200,14,2.5,1019.6,-13,0,SSE,2.7,Changping
32750,2016,11,24,13,61,80,26,67,1100,17,3.7,1018.2,-14.1,0,ESE,2.1,Changping
32751,2016,11,24,14,73,82,20,58,900,32,4.2,1017.1,-13.6,0,SSE,2.5,Changping
32752,2016,11,24,15,73,85,21,63,1000,28,4.5,1016.3,-12.9,0,SSE,2,Changping
32753,2016,11,24,16,56,78,23,58,1000,26,3.9,1016.4,-13.4,0,S,1.6,Changping
32754,2016,11,24,17,66,92,25,71,1200,16,2.9,1016,-12.6,0,ESE,1.6,Changping
32755,2016,11,24,18,91,121,24,93,1500,2,1.6,1016.9,-11.6,0,E,0.6,Changping
32756,2016,11,24,19,104,141,17,101,1900,2,-0.6,1016.9,-12,0,N,1.3,Changping
32757,2016,11,24,20,99,136,15,84,1800,2,-1,1017.5,-11.5,0,NE,0.7,Changping
32758,2016,11,24,21,89,110,15,75,1700,2,-1.8,1017.9,-11.1,0,NW,1.4,Changping
32759,2016,11,24,22,88,111,17,70,1700,2,-1.5,1017.6,-11.1,0,NNE,1,Changping
32760,2016,11,24,23,97,110,15,70,1600,2,-2.1,1017.5,-10.9,0,NNW,1.5,Changping
32761,2016,11,25,0,115,125,14,76,2600,2,-3.3,1017.4,-10.2,0,NNW,1.5,Changping
32762,2016,11,25,1,113,137,12,59,2200,2,-3.7,1017.1,-10.6,0,NNW,1.4,Changping
32763,2016,11,25,2,85,98,39,34,1000,2,-4.1,1017.1,-10.5,0,NNW,1.6,Changping
32764,2016,11,25,3,86,95,9,38,1500,2,-4.5,1016.9,-10.5,0,NNW,1.3,Changping
32765,2016,11,25,4,79,92,3,48,1200,2,-4.9,1016.6,-10.7,0,NNW,1.5,Changping
32766,2016,11,25,5,77,91,2,64,1400,2,-5.3,1016.9,-10.7,0,ENE,0.8,Changping
32767,2016,11,25,6,93,102,3,65,2400,2,-5.8,1016.8,-10.8,0,NW,0.9,Changping
32768,2016,11,25,7,127,150,8,81,4300,3,-5.6,1016.9,-10.9,0,NNW,1.2,Changping
32769,2016,11,25,8,131,184,11,77,4500,4,-4.8,1017.1,-10,0,S,0.8,Changping
32770,2016,11,25,9,140,217,15,78,4400,3,-1.7,1017.4,-8.7,0,E,1.3,Changping
32771,2016,11,25,10,165,230,34,97,4600,2,0,1017.2,-9.5,0,NW,0.8,Changping
32772,2016,11,25,11,154,244,34,105,3900,2,1,1017.1,-9.3,0,S,1.5,Changping
32773,2016,11,25,12,142,196,35,107,3100,2,2.2,1016.3,-9.1,0,SW,1.4,Changping
32774,2016,11,25,13,148,197,34,109,3000,2,3.3,1015.4,-7.8,0,ESE,0.9,Changping
32775,2016,11,25,14,139,177,35,104,2500,3,4.2,1014.7,-9.6,0,SW,1.2,Changping
32776,2016,11,25,15,122,146,34,95,2000,4,4,1014.4,-9.4,0,SE,1,Changping
32777,2016,11,25,16,113,149,32,100,2100,3,3.4,1014.2,-9.3,0,N,1.2,Changping
32778,2016,11,25,17,118,147,23,103,2100,2,2.2,1014.1,-9.4,0,E,0.8,Changping
32779,2016,11,25,18,110,147,16,101,2100,2,0.9,1015,-8.4,0,NE,0.9,Changping
32780,2016,11,25,19,126,165,15,97,2600,2,0.2,1015,-8.5,0,NE,0.6,Changping
32781,2016,11,25,20,134,160,12,91,2700,2,0.4,1014.8,-8.6,0,NNE,0.8,Changping
32782,2016,11,25,21,120,150,13,93,2700,2,-0.5,1015.4,-7.8,0,NNW,1.5,Changping
32783,2016,11,25,22,131,152,13,94,2900,2,-0.8,1015.3,-7.6,0,N,1.4,Changping
32784,2016,11,25,23,126,146,10,91,2800,2,-0.6,1014.5,-7.6,0,NNW,1.3,Changping
32785,2016,11,26,0,122,141,10,95,2800,2,-1,1014.2,-7.2,0,WNW,0.6,Changping
32786,2016,11,26,1,161,174,11,99,4000,3,-1.1,1014.2,-7.3,0,NNW,1.3,Changping
32787,2016,11,26,2,148,176,10,98,3700,2,-1.7,1014.1,-6.8,0,NNW,1.5,Changping
32788,2016,11,26,3,181,207,12,106,5300,3,-2,1013.3,-6.9,0,NNW,1.6,Changping
32789,2016,11,26,4,146,176,11,100,4200,2,-2.4,1012.2,-7.1,0,NNW,1.3,Changping
32790,2016,11,26,5,153,169,8,100,3500,2,-2.5,1011.7,-7,0,NNE,0.7,Changping
32791,2016,11,26,6,154,171,7,97,3600,2,-2.5,1011.6,-6.7,0,SSE,1,Changping
32792,2016,11,26,7,147,172,6,89,3300,2,-1.3,1011.8,-6.6,0,E,1.3,Changping
32793,2016,11,26,8,154,185,7,94,3500,2,-1.7,1012.3,-6.1,0,SSE,1,Changping
32794,2016,11,26,9,197,241,14,105,3500,2,-1,1012.9,-5.6,0,SSW,0.7,Changping
32795,2016,11,26,10,231,293,25,112,3400,2,1.2,1012.5,-4.5,0,WSW,0.9,Changping
32796,2016,11,26,11,257,329,32,119,3200,3,4.1,1011.9,-4.6,0,SE,1.2,Changping
32797,2016,11,26,12,195,358,28,101,2500,8,7.9,1010.5,-13.1,0,WNW,4.7,Changping
32798,2016,11,26,13,68,383,9,38,800,32,8.7,1009.5,-13.1,0,WNW,4.9,Changping
32799,2016,11,26,14,68,359,9,36,700,37,9.2,1009.1,-12,0,NW,3.7,Changping
32800,2016,11,26,15,78,360,9,34,600,40,9.1,1008.8,-12.1,0,NW,3.6,Changping
32801,2016,11,26,16,91,319,12,56,900,32,7.6,1009,-8.5,0,S,2.2,Changping
32802,2016,11,26,17,195,407,22,127,2300,2,5.8,1009.5,-6.5,0,SSE,1.9,Changping
32803,2016,11,26,18,215,388,15,131,2400,2,4.4,1010.1,-6.5,0,SE,1,Changping
32804,2016,11,26,19,236,396,12,134,3100,2,2.1,1010.4,-6.5,0,NNE,1.5,Changping
32805,2016,11,26,20,233,421,17,119,3600,3,2.4,1010.5,-6.7,0,ENE,1.1,Changping
32806,2016,11,26,21,168,314,12,103,2300,2,1.3,1010.7,-7.7,0,NW,1.4,Changping
32807,2016,11,26,22,158,306,13,95,2300,2,0.5,1011,-7.7,0,NNE,1.2,Changping
32808,2016,11,26,23,145,285,12,89,2400,2,-0.4,1011.1,-7.2,0,N,1.4,Changping
32809,2016,11,27,0,147,278,9,81,2500,2,-0.8,1011.2,-7.4,0,ENE,0.5,Changping
32810,2016,11,27,1,118,257,6,55,2000,2,0.3,1011.6,-7.2,0,E,1,Changping
32811,2016,11,27,2,132,264,27,39,1400,2,-0.2,1012.3,-7.3,0,ENE,1.2,Changping
32812,2016,11,27,3,160,282,9,45,2100,2,-0.3,1013,-7.1,0,NE,1.5,Changping
32813,2016,11,27,4,166,304,5,55,1600,2,-1.3,1013.4,-8.3,0,NNW,1.5,Changping
32814,2016,11,27,5,121,236,4,60,1300,5,0.2,1014.2,-8.5,0,ENE,1.3,Changping
32815,2016,11,27,6,19,32,10,32,800,32,2.8,1015.2,-13.1,0,NW,3.5,Changping
